===2018-04-05 09:00:24.174 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/findAllMusicByName],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllMusicByName(com.army.vo.MusicInfo) throws java.lang.Exception
===2018-04-05 09:00:24.175 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/findAllVedioManeger],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllVedioManeger(javax.servlet.http.HttpServletRequest,com.army.vo.VedioInfo) throws java.lang.Exception
===2018-04-05 09:00:24.175 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/data/manager/findAllMoiveByName],methods=[POST]}" onto public com.alibaba.fastjson.JSONArray com.army.controller.WebJumpController.findAllMoiveByName(com.army.vo.VedioInfo) throws java.lang.Exception
===2018-04-05 09:00:24.176 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
===2018-04-05 09:00:24.177 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping Line:543-Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
===2018-04-05 09:00:24.182 [main] INFO  org.springframework.web.servlet.config.annotation.WebMvcConfigurerAdapter Line:303-Adding welcome page: ServletContext resource [/index.html]
===2018-04-05 09:00:24.191 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping Line:341-Root mapping to handler of type [class org.springframework.web.servlet.mvc.ParameterizableViewController]
===2018-04-05 09:00:24.197 [main] INFO  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping Line:354-Mapped URL path [/MoiveService] onto handler '/MoiveService'
===2018-04-05 09:00:24.198 [main] INFO  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping Line:354-Mapped URL path [/musicService] onto handler '/musicService'
===2018-04-05 09:00:24.198 [main] INFO  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping Line:354-Mapped URL path [/newsService] onto handler '/newsService'
===2018-04-05 09:00:24.202 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping Line:354-Mapped URL path [/upload/image/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
===2018-04-05 09:00:24.202 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping Line:354-Mapped URL path [/upload/vedio/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
===2018-04-05 09:00:24.203 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping Line:354-Mapped URL path [/upload/music/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
===2018-04-05 09:00:24.203 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping Line:354-Mapped URL path [/upload/app/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
===2018-04-05 09:00:24.203 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping Line:354-Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
===2018-04-05 09:00:24.203 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping Line:354-Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
===2018-04-05 09:00:24.245 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping Line:354-Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
===2018-04-05 09:00:24.570 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping Line:543-Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
===2018-04-05 09:00:24.570 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping Line:543-Mapped "{[/env || /env.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
===2018-04-05 09:00:24.570 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping Line:543-Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
===2018-04-05 09:00:24.571 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping Line:543-Mapped "{[/health || /health.json],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(java.security.Principal)
